user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,total_productos,tipos_producto,productos_activos,limite_credito_total,saldo_total,utilizacion_promedio,total_transacciones,monto_total_txn,monto_promedio_txn,cashback_total,txn_internacionales,categorias_unicas,canales_usados,tipo_producto_principal,categoria_mcc_principal,canal_principal_real,tipo_operacion_principal
USR-04416,44,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Independiente,35000,886,True,False,App,696,6,app_android,7.0,False,True,es_MX,False,4,False,4,"credito_auto, cuenta_debito, inversion_hey, seguro_vida",4,309000.0,322631.14,0.1855,46,603163.05,13112.240217391305,297.93,0,11,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04417,39,M,Ciudad de México,CDMX - Cuauhtémoc,Preparatoria,Independiente,95000,1707,False,False,App,702,14,app_android,9.0,True,False,es_MX,True,2,False,2,"cuenta_debito, cuenta_negocios",2,0.0,69442.43,,93,665603.03,7157.02182795699,0.0,6,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04418,30,M,Jalisco,Puerto Vallarta,Posgrado,Empleado,23500,689,True,True,App,495,8,app_android,9.0,False,False,es_MX,False,1,False,2,"cuenta_debito, tarjeta_credito_hey",1,51000.0,56100.55,0.1894,37,286806.31,7751.521891891892,126.01,3,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04419,48,M,Jalisco,San Pedro Tlaquepaque,Preparatoria,Jubilado,34000,1286,False,False,App,426,72,app_huawei,5.0,False,False,es_MX,True,1,False,1,cuenta_debito,1,0.0,6648.48,,8,56079.0,7009.875,0.0,0,3,"app_android, app_ios, oxxo",cuenta_debito,gobierno,app_android,compra
USR-04420,36,SE,Sonora,Hermosillo,Secundaria,Independiente,35000,338,True,False,App,541,5,app_huawei,6.0,False,False,es_MX,False,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,76000.0,178178.27000000002,0.5473,93,814707.28,8760.293333333333,2015.8799999999999,6,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,transf_salida
USR-04421,33,M,Nuevo León,Apodaca,Posgrado,Independiente,41500,543,True,False,App,653,1,app_ios,8.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,64000.0,467383.54,0.2777,86,664248.25,7723.816860465116,493.01,4,12,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,ropa_accesorios,app_ios,compra
USR-04422,30,H,Otros,Villahermosa,Preparatoria,Empresario,40000,715,False,False,App,741,5,app_ios,9.0,False,False,es_MX,False,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,423000.0,145931.09,0.1329,83,704217.8,8484.551807228916,0.0,4,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04423,37,H,Coahuila,Torreón,Posgrado,Empleado,21500,586,False,True,App,593,47,app_android,4.0,False,False,es_MX,True,1,False,2,"cuenta_debito, tarjeta_credito_garantizada",1,17000.0,33151.94,0.3262,11,30839.5,2803.590909090909,0.0,0,5,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-04424,54,M,Nuevo León,Apodaca,Posgrado,Empresario,47000,1262,True,False,App,700,8,app_android,6.0,False,False,es_MX,False,2,False,3,"credito_auto, cuenta_debito, cuenta_negocios",2,217000.0,153972.68,0.3993,100,775100.4299999999,7751.0043,1830.4,5,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04425,53,M,Jalisco,Zapopan,Posgrado,Empleado,46000,582,True,True,App,740,10,app_android,8.0,False,False,es_MX,True,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,106000.0,240002.52000000002,0.2027,66,740194.89,11215.074090909091,545.14,3,10,"app_android, app_huawei, app_ios, cajero_externo, codi, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-04426,34,M,Oaxaca,Tuxtepec,Licenciatura,Empleado,10500,1520,True,True,App,607,16,app_android,9.0,False,False,es_MX,False,4,False,4,"credito_nomina, cuenta_debito, seguro_vida, tarjeta_credito_hey",4,156000.0,127842.69,0.40475000000000005,44,278929.55,6339.307954545454,155.38,3,8,"app_android, app_huawei, app_ios, cajero_banregio, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04427,46,M,Sonora,Hermosillo,Licenciatura,Independiente,51000,829,False,False,App,846,6,app_android,10.0,False,False,es_MX,True,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,82000.0,209447.83,0.1829,53,556743.26,10504.589811320755,0.0,2,10,"app_android, app_huawei, app_ios, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-04428,47,M,Estado de México,Toluca,Preparatoria,Independiente,81000,122,False,False,App,809,6,app_android,7.0,False,False,es_MX,False,3,False,3,"credito_personal, cuenta_debito, cuenta_negocios",3,19000.0,51118.57,0.1831,49,351438.99,7172.2242857142855,0.0,1,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04429,24,M,Guanajuato,San Miguel de Allende,Secundaria,Independiente,7500,1225,False,False,App,584,19,app_ios,7.0,False,False,es_MX,False,2,False,3,"credito_personal, cuenta_debito, tarjeta_credito_hey",2,30000.0,43691.69,0.75335,64,234044.2,3656.940625,0.0,3,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04430,38,M,Yucatán,Valladolid,Licenciatura,Empleado,7000,1824,False,True,App,694,73,app_huawei,,True,False,es_MX,True,1,False,1,cuenta_debito,1,0.0,46803.8,,5,10532.89,2106.578,0.0,0,3,"app_ios, cajero_banregio, oxxo, pos_fisico",cuenta_debito,ropa_accesorios,cajero_banregio,compra
USR-04431,46,H,Sonora,Ciudad Obregón,Posgrado,Independiente,71000,635,False,False,App,843,9,app_android,9.0,False,False,es_MX,True,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,121000.0,210184.77000000002,0.2599,40,486729.95,12168.24875,0.0,3,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,educacion,app_ios,compra
USR-04432,53,M,Nuevo León,Apodaca,Secundaria,Independiente,85000,1419,False,False,App,754,14,app_ios,10.0,False,False,es_MX,True,2,True,2,"cuenta_debito, tarjeta_credito_negocios",2,391000.0,275062.56,0.528,42,366185.09,8718.692619047619,0.0,4,9,"app_android, app_huawei, app_ios, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-04433,28,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,8500,1031,True,False,App,441,24,app_ios,3.0,False,False,es_MX,False,3,False,3,"credito_personal, cuenta_debito, tarjeta_credito_hey",3,100000.0,107988.72,0.8417,45,113927.02,2531.7115555555556,98.58,4,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04434,34,H,Estado de México,Tlalnepantla,Licenciatura,Empleado,23500,1294,False,False,App,424,42,app_huawei,4.0,False,True,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_garantizada",2,18000.0,48047.37,0.1508,12,46208.67,3850.7225,0.0,1,4,"app_android, app_huawei, app_ios, cajero_banregio, oxxo",cuenta_debito,transporte,app_ios,retiro_cajero
USR-04435,24,M,Sinaloa,Mazatlán,Licenciatura,Empleado,15000,436,True,False,App,689,1,app_ios,7.0,False,True,es_MX,False,2,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",2,88000.0,76631.62,0.401,79,340403.34,4308.903037974684,143.99,2,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04436,22,M,Nuevo León,Monterrey,Licenciatura,Empleado,28500,958,True,True,App,746,3,app_android,,False,True,es_MX,False,3,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,58000.0,78187.04000000001,0.3028,85,238779.38,2809.1691764705884,162.59,3,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04437,36,H,Tamaulipas,Ciudad Victoria,Preparatoria,Independiente,44000,1272,False,False,App,712,14,app_huawei,10.0,False,False,en_US,False,4,False,4,"credito_personal, cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",4,383000.0,196346.72,0.39465,84,741964.04,8832.905238095238,0.0,5,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-04438,46,M,Otros,Villahermosa,Licenciatura,Independiente,9500,961,True,False,Fan Shop,571,14,app_android,5.0,True,False,es_MX,False,2,False,2,"credito_personal, cuenta_debito",2,94000.0,124519.97,0.9763,39,169114.99,4336.281794871795,92.81,0,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,ropa_accesorios,app_android,compra
USR-04439,55,M,Nuevo León,Santa Catarina,Licenciatura,Empleado,31000,119,False,True,App,760,14,app_android,6.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,12364.08,,45,266506.47,5922.365999999999,0.0,1,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_android,compra
USR-04440,32,M,Otros,Morelia,Licenciatura,Empleado,29000,646,True,True,Fan Shop,549,1,app_android,9.0,True,True,es_MX,True,1,True,1,cuenta_debito,1,0.0,73398.4,,62,208245.63,3358.800483870968,114.78,4,8,"app_android, app_huawei, app_ios, cajero_banregio, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04441,48,H,Baja California,Mexicali,Licenciatura,Empleado,35000,402,True,False,Fan Shop,720,8,app_ios,8.0,False,False,es_MX,False,4,False,4,"credito_auto, cuenta_debito, inversion_hey, tarjeta_credito_hey",4,527000.0,436771.0,0.26134999999999997,33,321544.62,9743.776363636363,240.68,1,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04442,25,H,Ciudad de México,CDMX - Cuauhtémoc,Preparatoria,Empleado,32000,667,True,True,App,663,14,app_android,9.0,False,False,es_MX,False,4,True,4,"credito_nomina, cuenta_debito, seguro_vida, tarjeta_credito_hey",4,174000.0,105470.22,0.4316,35,132269.31,3779.1231428571427,106.19,4,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-04443,20,H,Otros,Zacatecas,Preparatoria,Estudiante,27000,1611,True,False,App,449,2,app_android,10.0,False,False,es_MX,False,1,False,2,"cuenta_debito, tarjeta_credito_hey",1,40000.0,34748.45,0.6208,73,128233.09999999999,1756.617808219178,158.18,5,8,"app_android, app_huawei, app_ios, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04444,25,M,Nuevo León,Guadalupe,Posgrado,Independiente,22000,1614,True,False,App,663,1,app_ios,,False,False,es_MX,False,2,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",2,11000.0,58877.97,0.3673,56,214092.01,3823.0716071428574,91.92,4,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04445,42,H,Sonora,Ciudad Obregón,Preparatoria,Empleado,31000,1096,False,False,App,819,18,app_android,10.0,False,False,es_MX,True,2,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",2,20000.0,265865.42000000004,0.109,40,567636.2,14190.904999999999,0.0,2,11,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-04446,45,M,Tamaulipas,Matamoros,Licenciatura,Empleado,34000,1449,True,True,App,666,17,app_android,9.0,False,False,es_MX,False,2,False,3,"credito_nomina, cuenta_debito, tarjeta_credito_hey",2,142000.0,51192.75,0.27235,34,143107.16,4209.034117647059,138.76,4,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-04447,25,H,Puebla,Puebla,Secundaria,Empleado,25000,1314,True,True,App,630,0,app_android,9.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,76389.35,,58,327180.11,5641.036379310344,122.37,4,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-04448,29,M,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,24500,866,True,False,App,603,3,app_android,8.0,False,True,es_MX,False,3,False,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,115000.0,28232.71,0.236,93,321544.64,3457.469247311828,127.81,4,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-04449,43,H,Nuevo León,San Pedro Garza García,Licenciatura,Independiente,37000,558,True,False,App,693,0,app_ios,8.0,False,False,es_MX,True,5,False,5,"cuenta_debito, inversion_hey, seguro_compras, seguro_vida, tarjeta_credito_hey",5,21000.0,140561.59,0.1647,61,489308.44,8021.449836065573,292.35,3,12,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04450,35,M,Otros,Colima,Posgrado,Empresario,56000,1031,True,False,App,740,13,app_huawei,8.0,False,False,es_MX,False,4,False,4,"credito_auto, cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",4,483000.0,145997.11,0.16735,83,778105.54,9374.765542168676,1901.21,8,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,supermercado,app_ios,compra
USR-04451,42,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empleado,11000,240,True,False,Fan Shop,574,16,app_ios,4.0,False,False,es_MX,False,1,False,3,"cuenta_debito, tarjeta_credito_garantizada, tarjeta_credito_hey",1,62000.0,89844.32,0.88775,42,194830.08,4638.811428571428,58.35,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04452,27,H,Guanajuato,León,Preparatoria,Independiente,27500,664,True,False,App,662,0,app_android,9.0,False,False,es_MX,False,1,False,2,"cuenta_debito, seguro_compras",1,0.0,59764.06,,62,123443.99,1991.0320967741936,88.74,2,8,"app_android, app_ios, cajero_banregio, cajero_externo, codi, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04453,51,H,Puebla,San Andrés Cholula,Licenciatura,Empleado,64000,1292,True,False,App,636,3,app_ios,8.0,False,False,es_MX,False,5,False,5,"credito_auto, cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",5,289000.0,330991.85000000003,0.3372,45,418003.38,9288.964,263.03,1,10,"app_android, app_huawei, app_ios, cajero_externo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04454,56,H,Estado de México,Toluca,Licenciatura,Empleado,21000,1742,True,True,App,735,6,app_ios,7.0,False,False,es_MX,True,4,False,5,"credito_auto, cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,457000.0,516102.98,0.16010000000000002,49,645701.19,13177.575306122448,302.79,3,11,"app_android, app_huawei, app_ios, codi, pos_fisico",cuenta_debito,ropa_accesorios,app_android,compra
USR-04455,38,H,Jalisco,Zapopan,Licenciatura,Empresario,24000,1409,False,False,App,303,1,app_ios,6.0,False,False,es_MX,True,2,False,2,"cuenta_debito, tarjeta_credito_garantizada",2,9000.0,39772.520000000004,0.8022,33,103386.25,3132.9166666666665,0.0,3,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_android,compra
USR-04456,22,M,,,Licenciatura,Empleado,34000,1289,False,False,App,503,166,app_ios,6.0,False,False,es_MX,False,1,True,1,cuenta_debito,1,0.0,28626.26,,11,68144.25,6194.931818181818,0.0,0,3,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo",cuenta_debito,gobierno,app_android,transf_entrada
USR-04457,44,M,Querétaro,San Juan del Río,Preparatoria,Empleado,36000,1428,True,True,App,716,8,app_ios,10.0,True,False,es_MX,False,4,False,4,"credito_nomina, cuenta_debito, inversion_hey, seguro_vida",4,31000.0,95576.67,0.5446,69,297410.66,4310.299420289854,182.9,5,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04458,27,H,Baja California,Ensenada,Licenciatura,Empleado,24500,1721,False,False,App,333,6,app_android,5.0,False,True,es_MX,False,1,False,3,"cuenta_debito, tarjeta_credito_garantizada, tarjeta_credito_hey",1,150000.0,160208.13,0.893,58,127495.17,2198.1925862068965,0.0,2,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04459,30,M,Nuevo León,San Pedro Garza García,Licenciatura,Empleado,76000,416,False,True,Fan Shop,761,15,app_huawei,10.0,False,False,es_MX,True,4,True,4,"credito_auto, cuenta_debito, inversion_hey, tarjeta_credito_hey",4,508000.0,169414.29,0.1824,45,597192.53,13270.945111111112,0.0,1,10,"app_android, app_huawei, app_ios, cajero_externo, codi, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04460,52,H,Veracruz,Xalapa,Posgrado,Empresario,97000,1485,False,False,App,780,3,app_android,8.0,False,False,es_MX,False,3,False,3,"cuenta_debito, cuenta_negocios, tarjeta_credito_negocios",3,383000.0,281156.04,0.352,79,585464.22,7410.939493670886,0.0,4,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04461,48,M,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empleado,30500,804,False,True,App,598,77,app_android,6.0,False,False,es_MX,True,0,False,1,cuenta_debito,0,0.0,19046.94,,8,52186.09,6523.26125,0.0,0,3,"app_android, app_ios, codi, oxxo",cuenta_debito,gobierno,app_android,transf_entrada
USR-04462,29,M,Nuevo León,Santa Catarina,Licenciatura,Empleado,13000,733,False,True,App,716,13,app_ios,8.0,False,False,es_MX,False,4,False,4,"credito_nomina, cuenta_debito, inversion_hey, tarjeta_credito_hey",4,67000.0,113521.87,0.2705,53,228839.18,4317.720377358491,0.0,1,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04463,40,H,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empleado,54500,1671,True,False,App,762,5,app_android,,False,False,es_MX,False,4,False,4,"cuenta_debito, inversion_hey, seguro_vida, tarjeta_credito_hey",4,87000.0,488677.77999999997,0.2699,60,595417.12,9923.618666666667,199.44,3,11,"app_android, app_huawei, app_ios, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_android,compra
USR-04464,31,M,Tamaulipas,Tampico,Preparatoria,Empleado,32000,81,True,False,App,542,49,app_huawei,7.0,False,True,es_MX,False,1,False,1,cuenta_debito,1,0.0,77840.96,,8,31540.58,3942.5725,17.71,0,3,"app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo",cuenta_debito,supermercado,app_huawei,compra
USR-04465,33,M,Estado de México,Toluca,Licenciatura,Empleado,14000,1626,False,True,App,483,3,app_ios,9.0,False,True,es_MX,False,2,False,4,"credito_nomina, cuenta_debito, inversion_hey, tarjeta_credito_hey",2,180000.0,150594.03,0.22139999999999999,46,276067.64,6001.470434782609,0.0,1,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-04466,38,M,Nuevo León,San Nicolás de los Garza,Preparatoria,Empresario,16000,86,False,False,App,486,0,app_ios,7.0,False,False,es_MX,True,3,False,3,"credito_personal, cuenta_debito, tarjeta_credito_hey",3,28000.0,81378.81,0.94095,29,93430.34,3221.7358620689656,0.0,2,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04467,54,M,Nuevo León,Apodaca,Licenciatura,Empleado,25000,707,False,True,App,506,8,app_ios,6.0,False,True,es_MX,False,3,False,3,"credito_nomina, cuenta_debito, seguro_vida",3,73000.0,74346.70999999999,0.488,67,275665.89,4114.416268656717,0.0,2,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,transporte,app_android,compra
USR-04468,28,M,Baja California,Mexicali,Posgrado,Empleado,28000,157,True,False,App,677,0,app_ios,9.0,False,False,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,21000.0,48494.340000000004,0.2634,88,182697.68,2076.11,240.95,5,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04469,37,M,Coahuila,Torreón,Posgrado,Independiente,44500,195,True,False,App,767,3,app_ios,,False,False,es_MX,True,2,False,2,"cuenta_debito, inversion_hey",2,0.0,498911.43,,52,481199.72000000003,9253.84076923077,269.5,2,11,"app_android, app_huawei, app_ios, cajero_externo, codi, pos_fisico",cuenta_debito,supermercado,app_android,compra
USR-04470,21,M,Nuevo León,San Nicolás de los Garza,Preparatoria,Empleado,26000,780,True,False,App,686,0,app_ios,10.0,False,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,35609.05,,84,227693.57,2710.637738095238,141.72,2,8,"app_android, app_huawei, app_ios, cajero_banregio, codi, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-04471,29,M,Otros,La Paz,Licenciatura,Empleado,6500,650,False,True,App,329,14,app_android,7.0,False,False,es_MX,True,1,False,3,"credito_personal, cuenta_debito, tarjeta_credito_hey",1,205000.0,225806.64,0.7902499999999999,48,134675.77,2805.7452083333333,0.0,2,8,"app_android, app_huawei, app_ios, cajero_banregio, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,pago_credito
USR-04472,31,H,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Empresario,20000,1146,True,False,App,697,3,app_ios,9.0,False,True,es_MX,False,2,False,2,"cuenta_debito, tarjeta_credito_hey",2,139000.0,149662.95,0.6707,58,172373.25,2971.9525862068967,102.25,4,7,"app_android, app_huawei, app_ios, codi, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
USR-04473,37,M,Coahuila,Saltillo,Licenciatura,Independiente,28000,1060,True,False,App,842,5,app_ios,8.0,False,False,es_MX,True,2,False,3,"credito_auto, cuenta_debito, seguro_vida",2,249000.0,41811.200000000004,0.1401,40,350906.45,8772.661250000001,299.15,2,8,"app_android, app_huawei, app_ios, pos_fisico",cuenta_debito,salud,app_ios,compra
USR-04474,44,M,Jalisco,Tlaquepaque,Licenciatura,Empleado,22500,203,False,False,App,558,24,app_android,6.0,False,False,es_MX,False,0,False,1,cuenta_debito,0,0.0,22666.6,,36,150661.61,4185.044722222222,0.0,2,9,"app_android, app_huawei, app_ios, cajero_banregio, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_ios,compra
USR-04475,39,H,Sonora,Hermosillo,Licenciatura,Independiente,71000,740,True,False,App,757,8,app_ios,9.0,False,False,es_MX,False,3,False,3,"cuenta_debito, inversion_hey, tarjeta_credito_hey",3,95000.0,520824.93,0.2415,68,1113482.37,16374.740735294119,377.63,4,10,"app_android, app_huawei, app_ios, codi, pos_fisico",inversion_hey,supermercado,app_android,compra
USR-04476,25,H,Nuevo León,Santa Catarina,Licenciatura,Independiente,21500,1598,True,False,Fan Shop,683,1,app_android,9.0,False,True,es_MX,False,3,True,3,"cuenta_debito, seguro_compras, tarjeta_credito_hey",3,33000.0,16089.11,0.2899,63,238457.63,3785.0417460317462,117.32000000000001,7,8,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, oxxo, pos_fisico",cuenta_debito,servicios_digitales,app_android,compra
USR-04477,37,M,Tamaulipas,Tampico,Licenciatura,Empleado,27500,571,False,True,App,393,97,app_ios,7.0,True,False,es_MX,False,1,False,1,cuenta_debito,1,0.0,44682.87,,5,47028.8,9405.76,0.0,0,2,"app_huawei, app_ios, pos_fisico",cuenta_debito,gobierno,app_ios,transf_entrada
USR-04478,48,M,Jalisco,Tonalá,Preparatoria,Independiente,85000,1383,True,False,App,676,6,app_huawei,7.0,False,False,es_MX,False,1,False,2,"cuenta_debito, cuenta_negocios",1,0.0,47615.33,,65,540304.29,8312.373692307692,1745.6399999999999,2,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04479,45,H,Ciudad de México,CDMX - Coyoacán,Licenciatura,Empresario,84000,1325,False,False,App,524,2,app_android,8.0,False,False,es_MX,True,2,False,3,"credito_personal, cuenta_debito, cuenta_negocios",2,71000.0,135948.5,0.4275,77,610575.22,7929.5483116883115,0.0,6,9,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_ios,compra
USR-04480,28,M,Nuevo León,San Nicolás de los Garza,Posgrado,Independiente,19000,553,True,False,App,739,3,app_android,8.0,False,False,es_MX,False,2,True,2,"cuenta_debito, tarjeta_credito_hey",2,128000.0,153965.41999999998,0.5958,63,232143.1,3684.811111111111,116.89,1,7,"app_android, app_huawei, app_ios, cajero_banregio, codi, pos_fisico",cuenta_debito,restaurante,app_android,compra
USR-04481,42,M,Coahuila,Saltillo,Licenciatura,Empresario,69000,1819,False,False,Fan Shop,694,7,app_ios,8.0,False,False,es_MX,False,1,False,2,"cuenta_debito, cuenta_negocios",1,0.0,81349.47,,48,455553.17,9490.691041666667,0.0,3,7,"app_android, app_huawei, app_ios, cajero_banregio, cajero_externo, codi, oxxo, pos_fisico",cuenta_debito,gobierno,app_android,compra
USR-04482,35,M,Querétaro,Querétaro,Licenciatura,Empleado,19500,335,False,True,App,343,12,app_ios,5.0,False,False,es_MX,False,2,False,3,"cuenta_debito, tarjeta_credito_garantizada, tarjeta_credito_hey",2,147000.0,182194.48,0.9410000000000001,41,123625.76,3015.26243902439,0.0,1,7,"app_android, app_huawei, app_ios, cajero_banregio, codi, farmacia_ahorro, oxxo, pos_fisico",cuenta_debito,restaurante,app_ios,compra
